bowler,phase,runs,balls,wickets,economy,bowling_sr,econ_bayes,impact_score,last_year
S Nadeem,middle,1205,1001,38,7.222777222777222,26.342105263157894,7.3003255718506965,1148.5176165998496,2021
R Sharma,middle,769,684,32,6.745614035087719,21.375,6.958926483928378,1138.9975453239779,2014
RD Chahar,middle,1856,1434,58,7.7656903765690375,24.724137931034484,7.756236849322329,1062.8009126253435,2025
A Kumble,middle,782,690,28,6.8,24.642857142857142,6.999652822238973,1035.2735433398777,2010
MM Patel,middle,407,396,24,6.166666666666667,16.5,6.677333912403837,880.4039740376003,2017
DL Vettori,middle,573,522,23,6.586206896551724,22.695652173913043,6.891538797496796,875.9902884855846,2012
Kuldeep Yadav,middle,2250,1670,73,8.083832335329342,22.876712328767123,8.041545995611063,870.3381357984586,2025
MM Ali,middle,875,701,37,7.489300998573467,18.945945945945947,7.533508337172793,848.6176519752389,2025
Yuvraj Singh,middle,933,756,33,7.404761904761905,22.90909090909091,7.46411193702164,829.603400187996,2018
L Balaji,middle,668,560,30,7.1571428571428575,18.666666666666668,7.296961857621956,819.2361927512273,2014
HV Patel,middle,1620,1200,60,8.1,20.0,8.041207865566204,776.6966320766759,2025
Washington Sundar,middle,773,654,22,7.091743119266055,29.727272727272727,7.231488304206893,738.8562576107774,2025
Harpreet Brar,middle,764,618,30,7.41747572815534,20.6,7.483729843267343,726.5201833001837,2025
M Kartik,middle,997,816,23,7.330882352941177,35.47826086956522,7.401270680898314,694.3424525011376,2014
Ravi Bishnoi,middle,1706,1272,53,8.047169811320755,24.0,7.998431393880901,665.710101984981,2025
SK Raina,middle,864,713,20,7.270687237026649,35.65,7.3622026416130195,632.6179735708452,2019
SB Jakati,middle,1126,858,38,7.874125874125874,22.57894736842105,7.839027421354146,630.8089130687687,2017
P Negi,middle,738,594,26,7.454545454545454,22.846153846153847,7.513464750368623,623.9442433053173,2019
MJ Santner,middle,485,420,20,6.928571428571429,21.0,7.173695180310785,616.1991490341122,2025
JA Morkel,middle,597,498,22,7.192771084337349,22.636363636363637,7.334800876493821,616.119782869867,2016
JH Kallis,middle,1091,866,26,7.558891454965358,33.30769230769231,7.583199823445297,611.151033958706,2014
J Botha,middle,425,396,14,6.4393939393939394,28.285714285714285,6.858541966095112,608.6455847758552,2015
SL Malinga,middle,750,600,26,7.5,23.076923076923077,7.547113764740859,604.804776533545,2019
DT Christian,middle,582,492,19,7.097560975609756,25.894736842105264,7.2683396124171775,586.696799700758,2021
MM Sharma,middle,976,738,36,7.934959349593496,20.5,7.882399799352544,576.8687815928367,2025
RE van der Merwe,middle,322,312,14,6.1923076923076925,22.285714285714285,6.776740257407591,564.455018085423,2013
PV Tambe,middle,609,504,20,7.25,25.2,7.37456109629643,558.2025571841696,2016
YK Pathan,middle,914,714,27,7.680672268907563,26.444444444444443,7.682375286425259,544.3409575922566,2019
DW Steyn,middle,459,408,14,6.75,29.142857142857142,7.058702322027445,536.9391166698833,2020
R Vinay Kumar,middle,939,714,32,7.890756302521009,22.3125,7.846489071983246,527.1637147038539,2018
Iqbal Abdulla,middle,658,525,23,7.52,22.82608695652174,7.56647036109336,524.0419663817884,2017
K Rabada,middle,617,480,26,7.7125,18.46153846153846,7.705427958518657,511.8530082134929,2025
KV Sharma,middle,1855,1308,72,8.509174311926605,18.166666666666668,8.400325604637061,508.8733262588954,2025
KA Pollard,middle,1526,1115,50,8.211659192825111,22.3,8.132084419614209,505.3532628743853,2022
JP Duminy,middle,553,462,17,7.181818181818182,27.176470588235293,7.334880682466293,503.35136194167876,2018
MC Henriques,middle,863,649,32,7.978428351309707,20.28125,7.910118977376545,496.14011694989074,2021
SR Watson,middle,766,618,17,7.436893203883495,36.35294117647059,7.49839976991771,457.4541686302571,2018
M Ashwin,middle,852,654,26,7.81651376146789,25.153846153846153,7.786523433012514,455.86328337190156,2023
R Tewatia,middle,1047,786,32,7.99236641221374,24.5625,7.930721107294813,449.5788860115356,2023
IK Pathan,middle,831,636,26,7.839622641509434,24.46153846153846,7.803458148077376,446.8580353235325,2017
Noor Ahmad,middle,833,611,33,8.180032733224223,18.515151515151516,8.058805193332537,433.7160679004777,2025
AB Dinda,middle,326,294,11,6.653061224489796,26.727272727272727,7.072249011726086,401.1645778877801,2017
MR Marsh,middle,424,333,19,7.63963963963964,17.526315789473685,7.657956870155134,390.15589687316367,2024
Mohammed Siraj,middle,584,450,21,7.786666666666667,21.428571428571427,7.756447710450288,389.40330683091565,2025
STR Binny,middle,472,378,17,7.492063492063492,22.235294117647058,7.56001905154444,388.5488108043794,2019
PJ Cummins,middle,635,474,25,8.037974683544304,18.96,7.934259661413481,383.48861843867735,2025
GJ Maxwell,middle,948,702,30,8.102564102564102,23.4,8.010743915512956,373.75322270223535,2025
R Dhawan,middle,533,414,18,7.72463768115942,23.0,7.712851810737273,349.89974476563026,2024
Avesh Khan,middle,579,426,24,8.154929577464788,17.75,8.005896184972343,344.7700803202045,2025
S Gopal,middle,1144,822,39,8.35036496350365,21.076923076923077,8.220832692556446,342.385585186544,2024
P Awana,middle,370,306,13,7.254901960784314,23.53846153846154,7.426266821724677,340.22960059505954,2014
LH Ferguson,middle,600,444,23,8.108108108108109,19.304347826086957,7.977781074212246,331.53924922952706,2025
NM Coulter-Nile,middle,286,249,11,6.891566265060241,22.636363636363637,7.246527865907989,330.0398710708056,2022
Sandeep Sharma,middle,833,612,27,8.166666666666666,22.666666666666668,8.048880556394934,319.4195955719216,2025
CH Morris,middle,518,396,18,7.848484848484849,22.0,7.7947835768333675,317.8939069235061,2021
UT Yadav,middle,1204,872,37,8.284403669724771,23.56756756756757,8.173219227418551,317.28564510713744,2024
M Prasidh Krishna,middle,515,393,18,7.862595419847328,21.833333333333332,7.803863426294582,314.6445116388588,2025
SN Thakur,middle,909,657,31,8.301369863013699,21.193548387096776,8.158332569186333,311.2904757835548,2025
A Nehra,middle,356,288,13,7.416666666666667,22.153846153846153,7.528055352034194,306.195115595621,2017
R Sai Kishore,middle,477,342,22,8.368421052631579,15.545454545454545,8.117511091868426,293.26283674649255,2025
Mustafizur Rahman,middle,426,326,16,7.840490797546012,20.375,7.782682531925259,289.2818438144449,2025
PWH de Silva,middle,865,618,31,8.398058252427184,19.93548387096774,8.224561139110863,288.6864424688887,2025
Bipul Sharma,middle,418,318,16,7.886792452830188,19.875,7.81021430848009,281.28055865370334,2017
A Zampa,middle,442,336,16,7.892857142857143,21.0,7.816587708568447,276.94742973271553,2025
SC Ganguly,middle,305,246,12,7.439024390243903,20.5,7.550876708055352,273.8442743233881,2012
JC Archer,middle,268,216,12,7.444444444444445,18.0,7.5617572398862665,267.3667289206681,2025
P Kumar,middle,471,360,15,7.85,24.0,7.792305378201227,262.6138850743945,2017
KK Cooper,middle,272,216,12,7.555555555555555,18.0,7.619449547578574,254.90519045912967,2014
GB Hogg,middle,410,318,13,7.735849056603773,24.46153846153846,7.717550215815997,250.74774012088474,2016
AB Agarkar,middle,568,420,18,8.114285714285714,23.333333333333332,7.976920986762398,238.844310324435,2013
J Yadav,middle,220,210,4,6.285714285714286,52.5,6.969978077543138,230.88016609826198,2023
Umran Malik,middle,563,390,24,8.661538461538461,16.25,8.331679681004553,229.1423974039632,2024
M Theekshana,middle,536,408,14,7.882352941176471,29.142857142857142,7.818570743080077,226.91280088040952,2025
KK Ahmed,middle,351,252,16,8.357142857142858,15.75,8.061263300426297,226.05232315135828,2025
JO Holder,middle,467,345,16,8.121739130434783,21.5625,7.962735801454471,225.37314384059204,2023
M Morkel,middle,426,333,11,7.675675675675675,30.272727272727273,7.680470941449693,222.65871113207558,2016
ST Jayasuriya,middle,299,228,12,7.868421052631579,19.0,7.784324793908146,218.14170043260552,2010
M Markande,middle,902,624,34,8.673076923076923,18.352941176470587,8.43409103372899,214.72315174629284,2024
Harmeet Singh,middle,422,324,12,7.814814814814815,27.0,7.766585900367723,214.68560738501031,2013
Mujeeb Ur Rahman,middle,302,234,11,7.743589743589744,21.272727272727273,7.71818205482186,213.0438829691283,2025
JD Ryder,middle,251,204,9,7.382352941176471,22.666666666666668,7.533888643051204,211.53154884609472,2012
TG Southee,middle,289,222,11,7.8108108108108105,20.181818181818183,7.752822302826273,205.7104718624497,2023
K Gowtham,middle,381,294,11,7.775510204081633,26.727272727272727,7.740265206058069,204.7678167541771,2024
CJ Jordan,middle,326,246,12,7.951219512195122,20.5,7.833387918817683,204.34651647585454,2023
NLTC Perera,middle,369,288,10,7.6875,28.8,7.687891417607965,200.16232871037502,2016
RR Powar,middle,332,270,7,7.377777777777778,38.57142857142857,7.509980876154653,188.18802935837064,2012
M Pathirana,middle,410,300,14,8.2,21.428571428571427,7.995382023585373,187.92191061341816,2025
MS Gony,middle,382,282,13,8.127659574468085,21.692307692307693,7.945417036914288,187.53672221785916,2017
A Symonds,middle,437,330,12,7.945454545454545,27.5,7.848473607156013,187.19387909644882,2011
DR Smith,middle,544,402,15,8.119402985074627,26.8,7.976230916599148,184.31410523044283,2017
CH Gayle,middle,352,282,7,7.48936170212766,40.285714285714285,7.571973053511799,172.84792553736085,2020
Z Khan,middle,422,301,15,8.411960132890366,20.066666666666666,8.123135752081211,169.16111137154894,2017
PJ Sangwan,middle,524,366,19,8.59016393442623,19.263157894736842,8.271538890093087,166.59131780654687,2022
C Green,middle,338,246,12,8.24390243902439,20.5,7.994822896396158,164.6335119915497,2024
J Suchith,middle,473,336,16,8.446428571428571,21.0,8.16360263394158,160.35041480734304,2022
T Natarajan,middle,567,427,12,7.967213114754098,35.583333333333336,7.878295074629484,158.93831331059624,2025
VR Aaron,middle,552,402,15,8.238805970149254,26.8,8.05596513586825,152.2609490842636,2022
JP Faulkner,middle,551,400,15,8.264999999999999,26.666666666666668,8.07281835298781,146.25468239024963,2017
K Kartikeya,middle,347,252,11,8.261904761904763,22.90909090909091,8.008165955293554,139.43285412480952,2025
DL Chahar,middle,319,240,8,7.975,30.0,7.8447522995288335,122.48866226430401,2025
LR Shukla,middle,284,210,8,8.114285714285714,26.25,7.906563443396797,114.1972392689937,2014
S Kaul,middle,619,444,16,8.364864864864865,27.75,8.15479970775262,112.94297593760132,2022
A Nortje,middle,320,218,12,8.807339449541283,18.166666666666668,8.27198806648968,112.78980435927829,2025
RP Singh,middle,343,246,10,8.365853658536585,24.6,8.06208747038719,108.08642678975578,2016
AD Mathews,middle,685,510,12,8.058823529411764,42.5,7.954494382806601,104.31994483998457,2017
DJ Hussey,middle,310,228,8,8.157894736842104,28.5,7.9385304013847815,102.98282192793266,2014
BA Stokes,middle,388,299,6,7.785953177257524,49.833333333333336,7.746875775135646,102.53220586450857,2023
JD Unadkat,middle,1161,822,31,8.474452554744525,26.516129032258064,8.320636997840202,100.34644624329633,2025
Yash Dayal,middle,289,205,9,8.458536585365854,22.77777777777778,8.078249411833795,100.09215766157588,2025
HH Pandya,middle,1334,940,37,8.514893617021277,25.405405405405407,8.369904396309375,99.43762289481526,2025
AJ Tye,middle,282,204,8,8.294117647058824,25.5,7.994284682655165,97.61075676688682,2022
Arshdeep Singh,middle,421,288,14,8.770833333333334,20.571428571428573,8.327235679903048,96.03118116939115,2025
RG Sharma,middle,322,240,7,8.05,34.285714285714285,7.8856613904379245,92.67048044612217,2021
DS Kulkarni,middle,626,425,21,8.83764705882353,20.238095238095237,8.4699056188683,87.88351204043192,2021
Abhishek Sharma,middle,357,252,10,8.5,25.2,8.140909318125413,85.9815266911812,2025
MG Johnson,middle,421,312,8,8.096153846153847,39.0,7.936896507407591,82.486268085423,2018
AM Nayar,middle,304,217,8,8.405529953917052,27.125,8.061609140989656,79.02556420030967,2013
JR Hopes,middle,320,234,7,8.205128205128204,33.42857142857143,7.967029981089139,74.81346822258493,2011
DJ Hooda,middle,359,264,7,8.159090909090908,37.714285714285715,7.956230628863548,69.30724954636989,2025
Mohammad Nabi,middle,313,228,6,8.236842105263158,38.0,7.980586476151137,53.39403688120362,2024
Mohammed Shami,middle,663,462,17,8.61038961038961,27.176470588235293,8.33185953443004,42.747132334428045,2025
TM Dilshan,middle,275,204,4,8.088235294117647,51.0,7.890324286615561,38.81867755896596,2013
MJ McClenaghan,middle,369,252,9,8.785714285714286,28.0,8.300201353523644,25.83993377082706,2019
TA Boult,middle,538,354,17,9.11864406779661,20.823529411764707,8.602330346196187,16.488148319605386,2025
Vijaykumar Vyshak,middle,336,210,11,9.6,19.09090909090909,8.667539053152893,14.392361220213445,2025
V Kohli,middle,315,225,4,8.4,56.25,8.065155321865145,-4.757559152885094,2016
B Kumar,middle,601,422,11,8.545023696682465,38.36363636363637,8.269599697415895,-25.243037426938827,2025
AD Russell,middle,1259,813,51,9.291512915129152,15.941176470588236,8.97501580631065,-25.973887593286463,2025
LS Livingstone,middle,426,270,11,9.466666666666667,24.545454545454547,8.709980876154653,-55.81197064162916,2025
Suyash Sharma,middle,685,468,15,8.782051282051283,31.2,8.454627263162704,-58.56859156525877,2025
I Sharma,middle,652,432,17,9.055555555555555,25.41176470588235,8.622928816127668,-63.69266309494952,2025
M Jansen,middle,400,240,10,10.0,24.0,8.949297754074287,-102.60224682660487,2025
R Parag,middle,431,270,8,9.577777777777778,33.75,8.773810663388696,-133.0460131948209,2025
SM Curran,middle,516,294,15,10.53061224489796,19.6,9.379941319418393,-197.29696057375799,2025
MP Stoinis,middle,866,565,21,9.19646017699115,26.904761904761905,8.802210472931618,-209.27180889202418,2025
Shahbaz Ahmed,middle,654,399,15,9.834586466165414,26.6,9.118015044729027,-270.394434320472,2025
