bowler,phase,runs,balls,wickets,economy,bowling_sr,econ_bayes,impact_score,last_year
L Ngidi,powerplay,192,150,10,7.68,15.0,7.766658254631885,209.74905364608722,2025
LH Ferguson,powerplay,398,269,18,8.87732342007435,14.944444444444445,8.431408079149595,198.6656000767192,2025
A Nortje,powerplay,638,444,22,8.621621621621621,20.181818181818183,8.376289424101179,198.18095954805167,2025
Mohsin Khan,powerplay,315,234,11,8.076923076923077,21.272727272727273,7.9638949058091235,189.05514731242226,2024
T Natarajan,powerplay,535,378,17,8.492063492063492,22.235294117647058,8.263547386022768,176.74352352238589,2025
KV Sharma,powerplay,191,156,7,7.346153846153846,22.285714285714285,7.618905587418989,173.1884318771425,2025
Mohammed Siraj,powerplay,1690,1182,46,8.578680203045685,25.695652173913043,8.470571916874935,164.79659395988256,2025
M Prasidh Krishna,powerplay,847,612,19,8.303921568627452,32.21052631578947,8.18759900138074,162.16040186573684,2025
JP Behrendorff,powerplay,337,240,11,8.425,21.818181818181817,8.155296338911727,142.32534560657746,2023
Washington Sundar,powerplay,547,384,14,8.546875,27.428571428571427,8.301935597810205,99.41107755350833,2025
J Yadav,powerplay,205,162,4,7.592592592592593,40.5,7.724669583207625,97.33114270850433,2023
GJ Maxwell,powerplay,379,258,12,8.813953488372093,21.5,8.385000849609519,97.23598276704058,2025
A Kamboj,powerplay,232,156,8,8.923076923076923,19.5,8.309916823374046,85.39067906815364,2025
K Gowtham,powerplay,393,270,11,8.733333333333333,24.545454545454547,8.349639125789702,80.1434613503464,2024
Navdeep Saini,powerplay,400,282,9,8.51063829787234,31.333333333333332,8.22890122224307,67.97570398828962,2023
VG Arora,powerplay,630,426,18,8.873239436619718,23.666666666666668,8.54046388038524,58.04611578395878,2025
MP Stoinis,powerplay,254,159,9,9.584905660377359,17.666666666666668,8.608162643791532,56.53479898846855,2025
KA Jamieson,powerplay,221,150,6,8.84,25.0,8.263801111774743,55.17762507465849,2025
R Dhawan,powerplay,221,156,5,8.5,31.2,8.12452356494708,54.312027382760405,2024
PJ Cummins,powerplay,1017,696,28,8.767241379310345,24.857142857142858,8.558404452144153,54.1802554493064,2025
Mukesh Choudhary,powerplay,349,222,12,9.432432432432432,18.5,8.673768694599904,53.05008172330892,2025
BA Stokes,powerplay,290,186,9,9.35483870967742,20.666666666666668,8.565622769743937,43.48142671030641,2023
Arshdeep Singh,powerplay,1225,828,37,8.876811594202898,22.37837837837838,8.673473141168444,42.97205007413095,2025
M Jansen,powerplay,605,402,18,9.029850746268657,22.333333333333332,8.63177805501854,38.34930401607858,2025
M Theekshana,powerplay,452,312,10,8.692307692307692,31.2,8.356114041252265,36.367826158302734,2025
Mukesh Kumar,powerplay,396,264,10,9.0,26.4,8.496401700692154,24.506064657202558,2025
SM Curran,powerplay,796,570,12,8.378947368421052,47.5,8.236792713144364,9.069762503018211,2025
TU Deshpande,powerplay,702,474,18,8.886075949367088,26.333333333333332,8.573190488310326,8.510730758054649,2025
CJ Jordan,powerplay,243,150,6,9.72,25.0,8.6409439689176,-1.39380349677009,2023
JO Holder,powerplay,519,348,12,8.948275862068966,29.0,8.540748885257592,-6.7657349988238025,2023
Harshit Rana,powerplay,481,294,17,9.816326530612244,17.294117647058822,9.01281455287684,-7.2618065376858,2025
PVD Chameera,powerplay,314,192,7,9.8125,27.428571428571427,8.80186323755398,-46.280568054050434,2025
MA Starc,powerplay,932,611,28,9.152209492635025,21.821428571428573,8.826547952060618,-47.88145994389424,2025
HV Patel,powerplay,595,384,15,9.296875,25.6,8.795086282741712,-69.95878546019037,2025
Azmatullah Omarzai,powerplay,266,162,3,9.851851851851851,54.0,8.73571930696453,-86.45891254011426,2025
Shahbaz Ahmed,powerplay,246,150,2,9.84,75.0,8.69237254034617,-89.10808921105556,2025
Arshad Khan,powerplay,326,186,7,10.516129032258064,26.571428571428573,9.125208261971917,-100.60147484409777,2025
Kartik Tyagi,powerplay,274,150,5,10.96,30.0,9.17237254034617,-101.10808921105564,2024
HH Pandya,powerplay,601,384,13,9.390625,29.53846153846154,8.85673011835815,-133.6300183369027,2025
Yash Dayal,powerplay,701,438,17,9.602739726027398,25.764705882352942,9.047539794860754,-192.55887797366984,2025
Avesh Khan,powerplay,914,581,22,9.438898450946644,26.40909090909091,9.02731163779918,-254.67828116435373,2025
SN Thakur,powerplay,1094,700,28,9.377142857142857,25.0,9.033700432356845,-281.43394072573165,2025
