bowler,phase,runs,balls,wickets,economy,bowling_sr,econ_bayes,impact_score,last_year
AM Salvi,powerplay,78,66,1,7.090909090909092,66.0,7.406487427413104,0.5535687517439052,2011
AN Ahmed,powerplay,177,138,3,7.695652173913043,46.0,7.588868524188649,4.862384936882945,2015
AP Dole,powerplay,57,30,2,11.399999999999999,15.0,8.031525415799202,2.0419533215618997,2010
AR Patel,powerplay,835,642,22,7.803738317757009,29.181818181818183,7.736073140447814,256.5125696168289,2026
AS Joseph,powerplay,176,108,2,9.777777777777777,54.0,8.320439665197426,1.9710496872656382,2024
AS Rajpoot,powerplay,402,270,9,8.933333333333334,30.0,8.337834878612515,39.83048415265141,2020
AS Roy,powerplay,105,66,2,9.545454545454545,33.0,8.027177082585517,2.0430594505730815,2026
Abhinandan Singh,powerplay,69,24,0,17.25,999.0,8.580334331300548,0.0,2026
Abhishek Sharma,powerplay,112,72,0,9.333333333333334,999.0,8.00409445151618,0.0,2026
Akash Deep,powerplay,201,120,5,10.05,24.0,8.479661011285142,12.087747359663087,2025
Akash Madhwal,powerplay,104,78,5,8.0,15.6,7.652356111922417,13.394567437903781,2025
Akash Singh,powerplay,221,145,6,9.144827586206896,24.166666666666668,8.209097701631823,17.98005156774535,2025
Anand Rajan,powerplay,43,42,0,6.142857142857142,999.0,7.270435521328356,0.0,2013
Ankit Sharma,powerplay,150,144,6,6.25,24.0,6.9766761609286725,21.1562062786576,2018
Anureet Singh,powerplay,195,162,7,7.222222222222222,23.142857142857142,7.381213497352436,27.217746793540208,2017
Arjun Tendulkar,powerplay,51,54,1,5.666666666666666,54.0,7.1128241709028925,0.5764236401023746,2024
Arshad Khan,powerplay,305,186,7,9.838709677419356,26.571428571428573,8.648538631377482,23.229357994785524,2025
Arshdeep Singh,powerplay,1241,876,37,8.5,23.675675675675677,8.320348476708515,674.599148787147,2026
Ashok Sharma,powerplay,60,24,0,15.0,999.0,8.333758988834795,0.0,2026
Ashwani Kumar,powerplay,60,30,3,12.0,10.0,8.111525415799202,4.549082707443426,2025
Avesh Khan,powerplay,909,587,22,9.291311754684838,26.681818181818183,8.847945292269591,224.27805941948588,2026
Azhar Mahmood,powerplay,155,144,6,6.458333333333333,24.0,7.065171736149911,20.891211921259398,2015
Azmatullah Omarzai,powerplay,260,162,3,9.62962962962963,54.0,8.473650472142353,4.354675723445405,2025
B Geeves,powerplay,49,24,1,12.25,24.0,8.032389125821096,0.5104334383925759,2008
B Kumar,powerplay,2579,2381,86,6.49895002099958,27.686046511627907,6.575734945091156,4611.438911879627,2026
B Laughlin,powerplay,59,36,3,9.833333333333332,12.0,7.874862417986234,4.6857961500025915,2018
B Lee,powerplay,552,486,12,6.814814814814815,40.5,7.014821172620881,84.16465444683807,2013
B Stanlake,powerplay,106,84,2,7.571428571428571,42.0,7.530800066504731,2.177723463001419,2018
BA Bhatt,powerplay,115,96,4,7.1875,24.0,7.4058186204632985,8.85789989762079,2013
BA Stokes,powerplay,284,186,9,9.161290322580644,20.666666666666668,8.317829969960158,39.92627899336475,2023
BAW Mendis,powerplay,66,58,2,6.827586206896552,29.0,7.356099678082293,2.22944232918217,2013
BB Sran,powerplay,337,228,6,8.868421052631579,38.0,8.243719192800993,17.90453999559991,2019
BCJ Cutting,powerplay,66,42,0,9.428571428571429,999.0,7.852714002341013,0.0,2018
BE Hendricks,powerplay,100,60,1,10.0,60.0,8.098404778646353,0.5062725452808639,2015
BJ Hodge,powerplay,54,36,0,9.0,999.0,7.744992288116104,0.0,2013
BW Hilfenhaus,powerplay,247,240,13,6.174999999999999,18.46153846153846,6.774926939206483,102.27416564305507,2014
Basil Thampi,powerplay,252,162,2,9.333333333333334,81.0,8.339196690629748,1.9666162831280485,2022
Bipul Sharma,powerplay,76,74,4,6.162162162162161,18.5,7.1416104778989595,9.18560319174665,2017
C Green,powerplay,130,96,3,8.125,32.0,7.715096970978763,4.782830357000521,2024
C Sakariya,powerplay,218,198,6,6.6060606060606055,33.0,7.056216841106412,20.917724514947924,2025
CH Gayle,powerplay,152,120,3,7.6,40.0,7.546327677951809,4.889795616457412,2016
CH Morris,powerplay,851,684,25,7.464912280701755,27.36,7.475646437491264,342.7797209815535,2021
CJ Anderson,powerplay,117,71,2,9.887323943661972,35.5,8.146966987048195,2.01301908134306,2017
CJ Jordan,powerplay,233,150,6,9.32,25.0,8.298820923347304,17.785659115110292,2023
CK Langeveldt,powerplay,93,84,6,6.642857142857143,14.0,7.251230174031614,20.355166841702367,2011
CR Brathwaite,powerplay,30,24,1,7.5,24.0,7.511841180615617,0.5458049366885034,2019
CR Woakes,powerplay,242,162,6,8.962962962962962,27.0,8.17112946373899,18.063598264475466,2021
CRD Fernando,powerplay,86,78,7,6.615384615384616,11.142857142857142,7.256751716318022,27.684562990937486,2010
CV Varun,powerplay,503,384,15,7.859375,25.6,7.742820757434922,119.14262629858554,2026
D Wiese,powerplay,83,72,6,6.916666666666666,12.0,7.352409058257753,20.075052792965206,2023
DE Bollinger,powerplay,383,324,11,7.092592592592592,29.454545454545453,7.250661307427399,68.42134516637914,2012
DJ Bravo,powerplay,289,228,13,7.605263157894737,17.53846153846154,7.562868128971205,91.61868066239266,2022
DJ Hooda,powerplay,94,72,2,7.833333333333334,36.0,7.599600069493708,2.1580082964934997,2021
DJ Hussey,powerplay,57,36,0,9.5,999.0,7.822914366038183,0.0,2013
DJ Muthuswami,powerplay,99,72,3,8.25,24.0,7.711959620055506,4.784776090377715,2015
DJ Willey,powerplay,154,138,3,6.695652173913044,46.0,7.174454109774236,5.143248452830533,2023
DJG Sammy,powerplay,33,24,1,8.25,24.0,7.594032961437535,0.5398975775875323,2014
DL Chahar,powerplay,1976,1521,69,7.794871794871796,22.043478260869566,7.762874835987659,2514.545244180339,2026
DL Vettori,powerplay,97,90,2,6.466666666666667,45.0,7.182783222999369,2.2832374987298762,2012
DNT Zoysa,powerplay,44,36,0,7.333333333333334,999.0,7.485252028375845,0.0,2008
DP Nannes,powerplay,343,342,17,6.017543859649123,20.11764705882353,6.560695006619777,180.6058655073021,2013
DP Vijaykumar,powerplay,124,102,3,7.2941176470588225,34.0,7.438024304898383,4.960994813595748,2008
DR Sams,powerplay,202,180,8,6.733333333333333,22.5,7.13891524947952,36.75628450962923,2022
DR Smith,powerplay,121,66,5,11.0,13.2,8.39499317453954,12.209658527283086,2017
DS Kulkarni,powerplay,1256,1018,46,7.402750491159136,22.130434782608695,7.4205220268382694,1169.1360754165826,2021
DS Rathi,powerplay,143,108,3,7.944444444444445,36.0,7.666974318662772,4.812850345693589,2026
DT Christian,powerplay,241,180,8,8.033333333333333,22.5,7.76291524947952,33.80173447308898,2021
DW Steyn,powerplay,1154,1140,36,6.0736842105263165,31.666666666666668,6.283964957718967,845.5807815212256,2020
E Malinga,powerplay,99,54,2,11.0,27.0,8.269450676926988,1.983203073664671,2026
FH Edwards,powerplay,57,78,4,4.384615384615384,19.5,6.619389078955385,9.910280120647089,2009
Fazalhaq Farooqi,powerplay,191,132,3,8.681818181818182,44.0,7.984994552155412,4.6211678366191835,2025
G Coetzee,powerplay,109,66,3,9.90909090909091,22.0,8.119131105574024,4.544821301711344,2024
GB Hogg,powerplay,53,48,5,6.625,9.6,7.337832175122717,13.968703229204857,2016
GC Viljoen,powerplay,54,36,3,9.0,12.0,7.744992288116104,4.764368849872098,2019
GD McGrath,powerplay,214,222,9,5.783783783783784,24.666666666666668,6.592549684783741,50.375046966505195,2008
GH Vihari,powerplay,34,24,1,8.5,24.0,7.621430221711508,0.5379567719875132,2013
GHS Garton,powerplay,101,60,1,10.1,60.0,8.121934190411059,0.5048058632192013,2021
GJ Maxwell,powerplay,365,258,12,8.488372093023257,21.5,8.068638451555893,73.17219671506682,2025
HF Gurney,powerplay,62,66,2,5.636363636363637,33.0,7.038671335459081,2.329985194418848,2019
HH Pandya,powerplay,631,408,12,9.279411764705882,34.0,8.70828062778577,67.7975395184433,2026
HR Shokeen,powerplay,66,54,2,7.333333333333334,27.0,7.474269954035423,2.1941942291160483,2023
HV Patel,powerplay,582,390,15,8.953846153846154,26.0,8.473663621461231,108.8667241479336,2026
Harbhajan Singh,powerplay,906,773,32,7.032341526520052,24.15625,7.129228531564896,588.8996237687492,2021
Harmeet Singh,powerplay,136,96,6,8.5,16.0,7.838808311184948,18.82939270110665,2013
Harpreet Brar,powerplay,231,138,2,10.043478260869566,69.0,8.561841497161623,1.915475777662649,2025
Harsh Dubey,powerplay,76,48,1,9.5,48.0,7.905733409690618,0.5186109608723132,2026
Harshit Rana,powerplay,464,294,17,9.46938775510204,17.294117647058822,8.689352185183681,136.36229430548195,2025
I Sharma,powerplay,1842,1521,60,7.266272189349112,25.35,7.2943433674561895,2023.4857692403043,2025
I Udana,powerplay,101,54,2,11.222222222222223,27.0,8.317643448011324,1.9717123128091159,2020
IC Pandey,powerplay,303,264,12,6.886363636363637,22.0,7.15270853715647,82.54215825138473,2015
IK Pathan,powerplay,1054,918,32,6.888888888888889,28.6875,6.998286809123828,599.9182534969057,2017
Imran Tahir,powerplay,83,54,3,9.222222222222221,18.0,7.88390850825229,4.6804196118430115,2020
Iqbal Abdulla,powerplay,287,276,15,6.239130434782608,18.4,6.7666522686938855,136.33033934194805,2017
J Botha,powerplay,251,192,4,7.84375,48.0,7.677243458797984,8.54473358205458,2015
J Little,powerplay,120,78,3,9.230769230769232,26.0,8.004004463570771,4.610192331594235,2024
J Overton,powerplay,54,24,0,13.5,999.0,8.16937542719096,0.0,2025
J Suchith,powerplay,100,72,3,8.333333333333332,24.0,7.734431530167865,4.7708742208232,2022
J Theron,powerplay,98,65,3,9.046153846153846,21.666666666666668,7.8965123790569995,4.672949047463734,2015
J Yadav,powerplay,201,162,4,7.444444444444445,40.5,7.482053833486891,8.767646084875624,2023
JA Duffy,powerplay,83,48,5,10.375,9.6,8.078572915863457,12.687884489935875,2026
JA Morkel,powerplay,1242,900,35,8.28,25.714285714285715,8.14346412653408,616.7522717555844,2016
JA Richardson,powerplay,53,30,0,10.6,999.0,7.924858749132534,0.0,2024
JC Archer,powerplay,646,600,28,6.46,21.428571428571427,6.718356249754491,478.45036501561873,2026
JD Unadkat,powerplay,1117,852,30,7.866197183098592,28.4,7.8004710778938104,473.04835350999457,2026
JDP Oram,powerplay,168,108,4,9.333333333333334,27.0,8.162023823613268,8.037222313688293,2013
JDS Neesham,powerplay,66,36,1,11.0,36.0,8.056680599804416,0.5088944447046257,2022
JE Taylor,powerplay,48,48,0,6.0,999.0,7.21437538499926,0.0,2011
JH Kallis,powerplay,615,516,20,7.151162790697674,25.8,7.250482726518734,226.1918360279211,2014
JJ Bumrah,powerplay,1288,1180,44,6.54915254237288,26.818181818181817,6.685885977130777,1187.2173751019293,2026
JJ van der Wath,powerplay,38,30,0,7.6,999.0,7.524858749132534,0.0,2011
JL Pattinson,powerplay,144,102,4,8.470588235294118,25.5,7.842064708938787,8.365143930172593,2020
JO Holder,powerplay,493,348,12,8.5,29.0,8.145659702679227,72.48031731620323,2023
JP Behrendorff,powerplay,332,240,11,8.3,21.818181818181817,7.947340732309932,62.423396291932505,2023
JP Duminy,powerplay,203,162,3,7.518518518518519,54.0,7.515667278865042,4.909743690193315,2018
JP Faulkner,powerplay,480,371,19,7.762803234501347,19.526315789473685,7.676843142323003,192.80060469649294,2017
JR Hazlewood,powerplay,632,498,25,7.614457831325302,19.92,7.585993100367707,337.7936106843797,2026
JW Hastings,powerplay,47,36,1,7.833333333333334,36.0,7.5631741062979225,0.5421004385692897,2016
Jaskaran Singh,powerplay,47,42,2,6.714285714285714,21.0,7.371701344113165,2.224723877764877,2010
Joginder Sharma,powerplay,36,24,0,9.0,999.0,7.6762247422594525,0.0,2011
K Gowtham,powerplay,388,270,10,8.622222222222224,27.0,8.157189717322195,50.26240828129138,2024
K Khejroliya,powerplay,64,30,0,12.8,999.0,8.218192082465867,0.0,2023
K Rabada,powerplay,1224,867,38,8.470588235294118,22.81578947368421,8.29481470673712,713.74710699582,2026
K Upadhyay,powerplay,58,36,0,9.666666666666668,999.0,7.848888392012208,0.0,2013
KA Jamieson,powerplay,211,150,6,8.440000000000001,25.0,7.916212227695132,18.645280817967016,2025
KA Pollard,powerplay,57,36,1,9.5,36.0,7.822914366038183,0.524101352534221,2014
KC Cariappa,powerplay,64,36,0,10.666666666666666,999.0,8.004732547856364,0.0,2019
KH Pandya,powerplay,716,552,18,7.782608695652174,30.666666666666668,7.7123068521483535,172.2441839344033,2026
KJ Abbott,powerplay,71,42,0,10.142857142857142,999.0,7.979296280822026,0.0,2016
KK Ahmed,powerplay,1320,960,38,8.25,25.263157894736842,8.125621834246598,728.6088524385451,2026
KK Cooper,powerplay,107,96,4,6.6875,24.0,7.240870166855052,9.059684608112816,2014
KL Nagarkoti,powerplay,44,30,0,8.799999999999999,999.0,7.684858749132534,0.0,2022
KM Asif,powerplay,68,42,3,9.714285714285715,14.0,7.903346913733419,4.668908046523926,2023
KMDN Kulasekara,powerplay,77,66,4,7.0,16.5,7.383498921665978,8.884676587072397,2012
KR Mayers,powerplay,39,36,0,6.5,999.0,7.355381898505715,0.0,2023
KR Sen,powerplay,64,42,2,9.142857142857142,21.0,7.802081090948608,2.102003274360485,2024
KT Maphaka,powerplay,82,42,2,11.714285714285714,21.0,8.257777293480254,1.9860065750317895,2025
KV Sharma,powerplay,187,156,7,7.192307692307692,22.285714285714285,7.370635950298633,27.256806787731826,2017
KW Richardson,powerplay,186,168,10,6.642857142857143,16.8,7.110449637892066,57.66161366435707,2021
Kamran Khan,powerplay,126,84,6,9.0,14.0,7.960907593386452,18.54059958221587,2011
Kartik Tyagi,powerplay,274,162,6,10.148148148148149,27.0,8.70894458978941,16.94809267394467,2026
Kuldeep Yadav,powerplay,79,60,0,7.9,999.0,7.6042871315875304,0.0,2024
L Balaji,powerplay,512,450,16,6.826666666666666,28.125,7.034253052022977,149.21271558437127,2014
L Ngidi,powerplay,241,186,10,7.774193548387096,18.6,7.640664615629449,53.66025347602874,2026
LB Williams,powerplay,46,24,0,11.5,999.0,7.950197344999179,0.0,2024
LE Plunkett,powerplay,70,42,1,10.0,42.0,7.953979825125823,0.5154652249743596,2018
LH Ferguson,powerplay,382,269,18,8.520446096654275,14.944444444444445,8.09718366067849,164.05704201214684,2025
LR Shukla,powerplay,50,26,0,11.538461538461538,999.0,7.986847142781992,0.0,2014
Lalit Yadav,powerplay,153,96,2,9.5625,48.0,8.189323775102475,2.002607352008717,2024
M Ashwin,powerplay,134,90,2,8.933333333333334,45.0,7.961730591420421,2.0598536727269665,2022
M Jansen,powerplay,592,426,19,8.338028169014084,22.42105263157895,8.079055102342705,183.2021172340824,2026
M Kartik,powerplay,205,179,8,6.871508379888268,22.375,7.206131600413957,36.413434357058705,2014
M Morkel,powerplay,1032,906,37,6.8344370860927155,24.486486486486488,6.954671406498474,807.0690435144472,2016
M Muralitharan,powerplay,155,148,3,6.283783783783784,49.333333333333336,6.982779062842042,5.2844289741828705,2014
M Ntini,powerplay,179,156,5,6.884615384615384,31.2,7.233883813546496,14.169428572802605,2008
M Prasidh Krishna,powerplay,817,618,19,7.932038834951456,32.526315789473685,7.831602974852177,188.99068361262746,2026
M Siddharth,powerplay,84,72,2,7.0,36.0,7.374880968370113,2.2237647048592954,2026
M Theekshana,powerplay,444,312,10,8.538461538461538,31.2,8.144168083934556,50.342772370916435,2025
M de Lange,powerplay,73,60,2,7.299999999999999,30.0,7.463110660999295,2.197475120622702,2015
MA Starc,powerplay,866,611,28,8.504091653027823,21.821428571428573,8.264383645849653,388.9461256574483,2025
MA Wood,powerplay,38,24,2,9.5,12.0,7.731019262807398,2.1213244259909656,2023
MC Henriques,powerplay,273,203,9,8.068965517241379,22.555555555555557,7.796716629534724,42.594853164468326,2021
MF Maharoof,powerplay,203,168,11,7.25,15.272727272727273,7.391441373429256,67.11816747723653,2010
MG Johnson,powerplay,788,621,28,7.613526570048309,22.178571428571427,7.5895750227387495,423.52832541604704,2018
MJ Henry,powerplay,207,114,2,10.894736842105264,57.0,8.76081947752369,1.871971000210083,2026
MJ McClenaghan,powerplay,829,654,32,7.605504587155963,20.4375,7.584326523621696,553.5626646510947,2019
MJ Santner,powerplay,203,150,2,8.12,75.0,7.777081792912521,2.1087601283743465,2026
MM Ali,powerplay,89,96,5,5.5625,19.2,6.869736146236495,14.920514822997012,2025
MM Patel,powerplay,763,654,30,7.0,21.8,7.117895428215336,518.4116621568843,2017
MM Sharma,powerplay,1146,858,38,8.013986013986013,22.57894736842105,7.921266114487008,747.4057700412724,2025
MN Samuels,powerplay,79,78,3,6.076923076923077,26.0,7.102905562471869,5.195057103808444,2013
MP Stoinis,powerplay,239,159,9,9.018867924528303,17.666666666666668,8.189528865974069,40.551783311957315,2025
MP Yadav,powerplay,72,36,3,12.0,12.0,8.212524755648571,4.493137140879872,2025
MR Marsh,powerplay,152,106,6,8.60377358490566,17.666666666666668,7.897319662972824,18.68988546734833,2024
MS Gony,powerplay,702,486,18,8.666666666666666,27.0,8.336407075704582,159.3492241845358,2017
Mohammad Asif,powerplay,143,90,3,9.533333333333333,30.0,8.151204275630947,4.526938443969218,2008
Mohammad Nabi,powerplay,179,168,7,6.392857142857142,24.0,6.994747158553223,28.721552823297998,2024
Mohammed Shami,powerplay,1921,1538,59,7.494148244473342,26.06779661016949,7.496303068987202,1903.8851376013338,2026
Mohammed Siraj,powerplay,1683,1236,47,8.169902912621358,26.29787234042553,8.080428524496728,1120.8440211485056,2026
Mohsin Khan,powerplay,307,246,12,7.487804878048781,20.5,7.49907759309483,78.72968277373765,2026
Mujeeb Ur Rahman,powerplay,167,140,5,7.157142857142857,28.0,7.364457368820358,13.918201283093106,2025
Mukesh Choudhary,powerplay,333,222,12,9.0,18.5,8.304779900611079,71.09158906867086,2025
Mukesh Kumar,powerplay,467,318,14,8.81132075471698,22.714285714285715,8.317920504005498,96.61068528041666,2026
Mustafizur Rahman,powerplay,546,462,17,7.090909090909092,27.176470588235293,7.216275827328494,164.19826907290718,2025
N Burger,powerplay,165,108,7,9.166666666666666,15.428571428571429,8.102617883019208,24.79445568092622,2026
N Rana,powerplay,37,25,0,8.879999999999999,999.0,7.668605538885546,0.0,2023
N Thushara,powerplay,140,96,7,8.75,13.714285714285714,7.921282537989072,25.36205457090049,2025
NB Singh,powerplay,17,24,1,4.25,24.0,7.155676797053974,0.5729716582068085,2017
NLTC Perera,powerplay,221,180,6,7.366666666666667,30.0,7.44291524947952,19.830939229130898,2016
NM Coulter-Nile,powerplay,422,360,15,7.033333333333333,24.0,7.201969763161838,128.08995737785494,2021
NT Ellis,powerplay,120,102,4,7.0588235294117645,25.5,7.357216224090303,8.916415938028413,2025
Navdeep Saini,powerplay,400,288,9,8.333333333333332,32.0,8.002263392453044,41.50075843706974,2026
Naveen-ul-Haq,powerplay,231,144,6,9.625,24.0,8.410304479512742,17.54989969263887,2024
Nithish Kumar Reddy,powerplay,62,36,0,10.333333333333334,999.0,7.952784495908312,0.0,2026
Noor Ahmad,powerplay,94,60,2,9.4,30.0,7.957228308058118,2.0610191595724436,2026
O Thomas,powerplay,57,36,2,9.5,18.0,7.822914366038183,2.096405410136884,2019
P Awana,powerplay,353,270,14,7.844444444444444,19.285714285714285,7.705576814096387,104.2881044972408,2014
P Kumar,powerplay,1713,1572,44,6.5381679389312986,35.72727272727273,6.645779976544891,1194.382003017608,2017
P Negi,powerplay,64,42,3,9.142857142857142,14.0,7.802081090948608,4.729507367311091,2018
P Parameswaran,powerplay,58,36,2,9.666666666666668,18.0,7.848888392012208,2.0894678559438087,2012
P Suyal,powerplay,88,60,1,8.799999999999999,60.0,7.816051837469882,0.5245615158723413,2015
PJ Cummins,powerplay,978,696,28,8.431034482758621,24.857142857142858,8.23018318580788,390.56238815472636,2025
PJ Sangwan,powerplay,491,354,16,8.322033898305085,22.125,8.034778175873988,130.63210670228975,2022
PP Chawla,powerplay,562,437,20,7.716247139588101,21.85,7.653628510371551,214.27744994124166,2024
PP Ojha,powerplay,321,240,7,8.024999999999999,34.285714285714285,7.795616594378896,25.770892855975095,2014
PV Tambe,powerplay,112,78,3,8.615384615384615,26.0,7.828180287746593,4.713739163335234,2016
PVD Chameera,powerplay,293,192,7,9.15625,27.428571428571427,8.328406249495659,24.122262289038293,2025
PWH de Silva,powerplay,99,60,4,9.899999999999999,15.0,8.074875366881647,8.123964398144436,2023
Pankaj Singh,powerplay,190,150,8,7.6,18.75,7.550994836390783,34.75038795357218,2012
Parvez Rasool,powerplay,101,66,1,9.181818181818182,66.0,7.9352230595970115,0.5166836482361238,2016
Prince Yadav,powerplay,68,60,4,6.8,15.0,7.345463602175766,8.930682058048578,2026
R Ashwin,powerplay,1455,1252,52,6.972843450479233,24.076923076923077,7.045676032173339,1573.5040824152459,2025
R Dhawan,powerplay,217,156,5,8.346153846153847,31.2,7.8834564631191455,13.00191108805149,2024
R McLaren,powerplay,212,150,4,8.48,37.5,7.933603532042956,8.268625944698242,2013
R Rampaul,powerplay,158,162,10,5.851851851851852,16.2,6.7593647578566385,60.65658751784968,2014
R Sharma,powerplay,101,90,2,6.733333333333333,45.0,7.266993749315158,2.256779153215253,2013
R Shepherd,powerplay,36,24,2,9.0,12.0,7.6762247422594525,2.1364668897347516,2024
R Shukla,powerplay,78,54,4,8.666666666666666,13.5,7.763426580541447,8.449877038113863,2014
R Vinay Kumar,powerplay,915,756,33,7.261904761904761,22.90909090909091,7.31345238544145,610.5051027457387,2018
RA Jadeja,powerplay,195,144,6,8.125,24.0,7.773136337919823,18.988474353648012,2025
RD Chahar,powerplay,94,72,3,7.833333333333334,24.0,7.599600069493708,4.855518667110374,2023
RE van der Merwe,powerplay,58,36,4,9.666666666666668,9.0,7.848888392012208,8.357871423775235,2013
RG Sharma,powerplay,64,50,2,7.68,25.0,7.54731925940743,2.172956971385311,2013
RJ Gleeson,powerplay,38,24,1,9.5,24.0,7.731019262807398,0.5303311064977414,2025
RJ Harris,powerplay,454,426,14,6.394366197183099,30.428571428571427,6.745721769009372,119.127356199574,2013
RJW Topley,powerplay,90,60,2,9.0,30.0,7.863110660999295,2.08568856614766,2025
RP Meredith,powerplay,148,108,2,8.222222222222223,54.0,7.765984219652872,2.111773541658452,2023
RP Singh,powerplay,1174,1002,35,7.02994011976048,28.62857142857143,7.1086827222680204,706.5303370857962,2016
RR Powar,powerplay,159,132,5,7.2272727272727275,26.4,7.39783858885266,13.855398271929158,2012
Rashid Khan,powerplay,471,361,16,7.828254847645429,22.5625,7.7177935585518345,135.99741843793845,2026
Rasikh Salam,powerplay,107,66,1,9.727272727272727,66.0,8.07315409407977,0.5078560315114787,2026
Ravi Bishnoi,powerplay,186,132,6,8.454545454545455,22.0,7.8932514328893575,18.699518348672495,2026
S Aravind,powerplay,523,426,21,7.366197183098592,20.285714285714285,7.412388435676038,243.92947235435784,2017
S Badree,powerplay,187,156,7,7.192307692307692,22.285714285714285,7.370635950298633,27.256806787731826,2017
S Gopal,powerplay,151,114,8,7.947368421052631,14.25,7.67344083674699,34.1958719149048,2021
S Kaul,powerplay,525,348,13,9.051724137931034,26.76923076923077,8.49925086290022,81.52483215015492,2022
S Lamichhane,powerplay,104,72,5,8.666666666666666,14.4,7.824319170617303,13.100181340367435,2019
S Nadeem,powerplay,399,300,10,7.98,30.0,7.796147916272363,52.59007453466027,2021
S Narwal,powerplay,103,66,4,9.363636363636363,16.5,7.981200071091264,8.21931531795701,2013
S Sandeep Warrier,powerplay,200,138,8,8.695652173913043,17.25,8.003282938603062,32.78654547302569,2024
S Sreesanth,powerplay,660,570,29,6.947368421052632,19.655172413793103,7.091625122293882,486.22141477279115,2013
S Tyagi,powerplay,227,168,5,8.107142857142858,33.6,7.788135588305289,13.161044622016417,2010
SA Abbott,powerplay,54,30,1,10.8,30.0,7.951525415799201,0.5156243344017423,2022
SB Jakati,powerplay,138,96,1,8.625,96.0,7.88004542458701,0.5203015692279311,2017
SB Styris,powerplay,42,42,1,6.0,42.0,7.245119065632153,0.5658982223561657,2008
SB Wagh,powerplay,118,90,4,7.866666666666667,22.5,7.624888486157263,8.603404511304612,2011
SE Bond,powerplay,93,90,4,6.200000000000001,22.5,7.09857269668358,9.241294384524371,2010
SH Johnson,powerplay,141,84,1,10.071428571428571,84.0,8.283488238547742,0.49496056273978734,2025
SJ Srivastava,powerplay,193,132,5,8.772727272727273,26.4,8.021691799861834,12.777853170794401,2011
SK Raina,powerplay,83,66,2,7.545454545454545,33.0,7.5214299561487366,2.1804364456778687,2017
SK Trivedi,powerplay,180,126,7,8.571428571428571,18.0,7.928639310139626,25.338521799456412,2012
SK Warne,powerplay,58,36,1,9.666666666666668,36.0,7.848888392012208,0.5223669639859522,2011
SL Malinga,powerplay,1132,1110,40,6.118918918918919,27.75,6.327274496976874,1036.7813192132442,2019
SM Curran,powerplay,776,570,12,8.16842105263158,47.5,8.00142904386251,73.78681942482085,2025
SM Pollock,powerplay,209,204,9,6.147058823529411,22.666666666666668,6.8147699713153385,48.732385890921044,2008
SMSM Senanayake,powerplay,108,126,4,5.142857142857142,31.5,6.582844917616262,9.965296284657827,2013
